model,dataset,config,bin_idx,bin_mid,n,mean_accept_rate,ci_lo,ci_hi,signal
qwen,math500,static_6_10_60,9,0.95,3324,0.6654632972322503,0.6560778535109681,0.6748487409535324,top1_prob
qwen,mtbench,static_6_10_60,0,0.05,213,0.26369327073552423,0.23453343755552905,0.2928531039155194,top1_prob
qwen,mtbench,static_6_10_60,1,0.15000000000000002,431,0.38437741686001536,0.35833832140691557,0.41041651231311516,top1_prob
qwen,mtbench,static_6_10_60,2,0.25,576,0.48148148148148145,0.45902708377983703,0.5039358791831259,top1_prob
qwen,mtbench,static_6_10_60,3,0.35000000000000003,773,0.5467874083656749,0.5258475379942072,0.5677272787371425,top1_prob
qwen,mtbench,static_6_10_60,4,0.45,801,0.5896795672076571,0.569060143834366,0.6102989905809483,top1_prob
qwen,mtbench,static_6_10_60,5,0.55,859,0.639697322467986,0.6190216280485996,0.6603730168873725,top1_prob
qwen,mtbench,static_6_10_60,6,0.6500000000000001,815,0.656441717791411,0.6348402815740455,0.6780431540087766,top1_prob
qwen,mtbench,static_6_10_60,7,0.75,827,0.6723095525997581,0.6508823400737108,0.6937367651258054,top1_prob
qwen,mtbench,static_6_10_60,8,0.8500000000000001,1087,0.7256976387611161,0.7063415117874267,0.7450537657348056,top1_prob
qwen,mtbench,static_6_10_60,9,0.95,7847,0.9056114863429761,0.8987661650934149,0.9124568075925372,top1_prob
