model,dataset,config,decile,signal_mid,overspend,underspend,mean_al,n
llama,math500,static_7_4_8,8,0.5991339683532715,2.6468646864686467,0.5115511551155115,5.353135313531353,303
llama,math500,static_3_1_4,9,0.8496949076652527,0.0,0.9757785467128027,3.58477508650519,867
llama,math500,static_7_1_8,9,0.8496949076652527,1.4154589371980677,0.7246376811594203,6.584541062801932,207
llama,math500,static_7_4_8,9,0.8496949076652527,1.4649122807017543,0.7368421052631579,6.535087719298246,228
llama,mtbench,static_3_1_4,0,0.02772032655775547,0.0,0.136986301369863,1.2054794520547945,73
llama,mtbench,static_7_1_8,0,0.02772032655775547,6.3,0.030434782608695653,1.7,230
llama,mtbench,static_7_4_8,0,0.02772032655775547,6.256198347107438,0.008264462809917356,1.743801652892562,121
llama,mtbench,static_6_10_60,0,0.02772032655775547,55.829850746268654,0.4199004975124378,4.170149253731343,1005
llama,mtbench,static_3_1_4,1,0.06099873408675194,0.0,0.3105590062111801,1.6024844720496894,161
llama,mtbench,static_7_1_8,1,0.06099873408675194,5.712177121771218,0.1033210332103321,2.2878228782287824,271
llama,mtbench,static_7_4_8,1,0.06099873408675194,5.761627906976744,0.023255813953488372,2.238372093023256,172
llama,mtbench,static_6_10_60,1,0.06099873408675194,54.60969696969697,0.6921212121212121,5.390303030303031,825
llama,mtbench,static_3_1_4,2,0.09492862224578857,0.0,0.4020100502512563,1.864321608040201,199
llama,mtbench,static_7_1_8,2,0.09492862224578857,5.534675615212528,0.10067114093959731,2.465324384787472,447
llama,mtbench,static_7_4_8,2,0.09492862224578857,5.52906976744186,0.055232558139534885,2.4709302325581395,344
llama,mtbench,static_6_10_60,2,0.09492862224578857,54.12557077625571,0.7899543378995434,5.8744292237442925,438
llama,mtbench,static_3_1_4,3,0.14538806676864624,0.0,0.5,1.989247311827957,372
llama,mtbench,static_7_1_8,3,0.14538806676864624,5.147448015122873,0.14366729678638943,2.8525519848771266,529
llama,mtbench,static_7_4_8,3,0.14538806676864624,4.926829268292683,0.07760532150776053,3.073170731707317,451
llama,mtbench,static_6_10_60,3,0.14538806676864624,54.714285714285715,0.6753246753246753,5.285714285714286,77
llama,mtbench,static_3_1_4,4,0.20335756242275238,0.0,0.6107226107226107,2.331002331002331,429
llama,mtbench,static_7_1_8,4,0.20335756242275238,4.640425531914894,0.18723404255319148,3.3595744680851065,470
llama,mtbench,static_7_4_8,4,0.20335756242275238,4.521384928716905,0.13441955193482688,3.478615071283096,491
llama,mtbench,static_6_10_60,4,0.20335756242275238,54.05128205128205,0.7948717948717948,5.948717948717949,39
llama,mtbench,static_3_1_4,5,0.26782941818237305,0.0,0.6194690265486725,2.3230088495575223,452
llama,mtbench,static_7_1_8,5,0.26782941818237305,4.145785876993166,0.2460136674259681,3.854214123006834,439
llama,mtbench,static_7_4_8,5,0.26782941818237305,4.112903225806452,0.21370967741935484,3.8870967741935485,496
llama,mtbench,static_6_10_60,5,0.26782941818237305,54.073170731707314,0.7804878048780488,5.926829268292683,41
llama,mtbench,static_3_1_4,6,0.3406314253807068,0.0,0.739406779661017,2.6016949152542375,472
llama,mtbench,static_7_1_8,6,0.3406314253807068,3.9367396593673964,0.2773722627737226,4.0632603406326036,411
llama,mtbench,static_7_4_8,6,0.3406314253807068,3.8725868725868726,0.2413127413127413,4.127413127413128,518
llama,mtbench,static_6_10_60,6,0.3406314253807068,54.357142857142854,0.6785714285714286,5.642857142857143,28
llama,mtbench,static_3_1_4,7,0.42861664295196533,0.0,0.8405103668261563,2.9298245614035086,627
llama,mtbench,static_7_1_8,7,0.42861664295196533,3.587431693989071,0.3442622950819672,4.412568306010929,366
llama,mtbench,static_7_4_8,7,0.42861664295196533,3.7011764705882353,0.27058823529411763,4.298823529411765,425
llama,mtbench,static_6_10_60,7,0.42861664295196533,55.5,0.3,4.5,10
